clubQid,club,team,season,competition,stage,kind,opponentTier,category,placeType,price,currency,priceBasis,checked,source,note
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,top-opponent,5,standing,19,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE EXPENSIVE OF TWO LEAGUE-PHASE TABLES, AND THE OPPONENT IS WHAT DIVIDES THEM. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - CHELSEA FC"" at 120 / 100 / 70 / 60 / 19 EUR for categories 1 to 5. Beside it on the same page, for the same round, sits the cheaper table - the standard-opponent rows. What separates the two is WHO IS VISITING, not how far the team has got. A SINGLE FLAT CHAMPIONS LEAGUE FIGURE WAS ALWAYS GOING TO BE INCOMPLETE, and that is the lesson worth keeping: until 2026-09-19 this file held one league-phase set and read like THE league-phase price. It was the cheaper of two, and nothing in the file hinted the other existed. A club that prices by opponent needs both tables or neither, which is why opponentTier is now part of what identifies a price row - without it the second table is not a second fact, it is a duplicate key, and the checker throws away whichever was written second. THE CATEGORY-5 CLUE WAS WORTHLESS and why is worth keeping: 19 EUR is the Suedkurve standing price on EVERY Champions League table on that page and 15 EUR on every Bundesliga one, so two sets agreeing at category 5 says only that both are Champions League. A constant is not a fingerprint. Use it to confirm a competition, never a round and never an opponent. PRICES DO ALSO RISE BY ROUND, on a different product: the archived Jahreskarten page gives the season-ticket add-on as UCL Ligaphase 80/60/40/30/15, Achtelfinale 110/90/70/40/15, Viertelfinale and Halbfinale both 160/120/80/60/15. Those are not day tickets and do not belong in these cells. STILL UNACCOUNTED FOR: the 150/120/100/70/19 set search results kept returning was on no page read. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows - a German consumer price includes VAT by law, and the booking and system fees are added on top."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,top-opponent,4,seat,60,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE EXPENSIVE OF TWO LEAGUE-PHASE TABLES, AND THE OPPONENT IS WHAT DIVIDES THEM. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - CHELSEA FC"" at 120 / 100 / 70 / 60 / 19 EUR for categories 1 to 5. Beside it on the same page, for the same round, sits the cheaper table - the standard-opponent rows. What separates the two is WHO IS VISITING, not how far the team has got. A SINGLE FLAT CHAMPIONS LEAGUE FIGURE WAS ALWAYS GOING TO BE INCOMPLETE, and that is the lesson worth keeping: until 2026-09-19 this file held one league-phase set and read like THE league-phase price. It was the cheaper of two, and nothing in the file hinted the other existed. A club that prices by opponent needs both tables or neither, which is why opponentTier is now part of what identifies a price row - without it the second table is not a second fact, it is a duplicate key, and the checker throws away whichever was written second. THE CATEGORY-5 CLUE WAS WORTHLESS and why is worth keeping: 19 EUR is the Suedkurve standing price on EVERY Champions League table on that page and 15 EUR on every Bundesliga one, so two sets agreeing at category 5 says only that both are Champions League. A constant is not a fingerprint. Use it to confirm a competition, never a round and never an opponent. PRICES DO ALSO RISE BY ROUND, on a different product: the archived Jahreskarten page gives the season-ticket add-on as UCL Ligaphase 80/60/40/30/15, Achtelfinale 110/90/70/40/15, Viertelfinale and Halbfinale both 160/120/80/60/15. Those are not day tickets and do not belong in these cells. STILL UNACCOUNTED FOR: the 150/120/100/70/19 set search results kept returning was on no page read. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows - a German consumer price includes VAT by law, and the booking and system fees are added on top."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,top-opponent,3,seat,70,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE EXPENSIVE OF TWO LEAGUE-PHASE TABLES, AND THE OPPONENT IS WHAT DIVIDES THEM. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - CHELSEA FC"" at 120 / 100 / 70 / 60 / 19 EUR for categories 1 to 5. Beside it on the same page, for the same round, sits the cheaper table - the standard-opponent rows. What separates the two is WHO IS VISITING, not how far the team has got. A SINGLE FLAT CHAMPIONS LEAGUE FIGURE WAS ALWAYS GOING TO BE INCOMPLETE, and that is the lesson worth keeping: until 2026-09-19 this file held one league-phase set and read like THE league-phase price. It was the cheaper of two, and nothing in the file hinted the other existed. A club that prices by opponent needs both tables or neither, which is why opponentTier is now part of what identifies a price row - without it the second table is not a second fact, it is a duplicate key, and the checker throws away whichever was written second. THE CATEGORY-5 CLUE WAS WORTHLESS and why is worth keeping: 19 EUR is the Suedkurve standing price on EVERY Champions League table on that page and 15 EUR on every Bundesliga one, so two sets agreeing at category 5 says only that both are Champions League. A constant is not a fingerprint. Use it to confirm a competition, never a round and never an opponent. PRICES DO ALSO RISE BY ROUND, on a different product: the archived Jahreskarten page gives the season-ticket add-on as UCL Ligaphase 80/60/40/30/15, Achtelfinale 110/90/70/40/15, Viertelfinale and Halbfinale both 160/120/80/60/15. Those are not day tickets and do not belong in these cells. STILL UNACCOUNTED FOR: the 150/120/100/70/19 set search results kept returning was on no page read. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows - a German consumer price includes VAT by law, and the booking and system fees are added on top."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,top-opponent,2,seat,100,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE EXPENSIVE OF TWO LEAGUE-PHASE TABLES, AND THE OPPONENT IS WHAT DIVIDES THEM. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - CHELSEA FC"" at 120 / 100 / 70 / 60 / 19 EUR for categories 1 to 5. Beside it on the same page, for the same round, sits the cheaper table - the standard-opponent rows. What separates the two is WHO IS VISITING, not how far the team has got. A SINGLE FLAT CHAMPIONS LEAGUE FIGURE WAS ALWAYS GOING TO BE INCOMPLETE, and that is the lesson worth keeping: until 2026-09-19 this file held one league-phase set and read like THE league-phase price. It was the cheaper of two, and nothing in the file hinted the other existed. A club that prices by opponent needs both tables or neither, which is why opponentTier is now part of what identifies a price row - without it the second table is not a second fact, it is a duplicate key, and the checker throws away whichever was written second. THE CATEGORY-5 CLUE WAS WORTHLESS and why is worth keeping: 19 EUR is the Suedkurve standing price on EVERY Champions League table on that page and 15 EUR on every Bundesliga one, so two sets agreeing at category 5 says only that both are Champions League. A constant is not a fingerprint. Use it to confirm a competition, never a round and never an opponent. PRICES DO ALSO RISE BY ROUND, on a different product: the archived Jahreskarten page gives the season-ticket add-on as UCL Ligaphase 80/60/40/30/15, Achtelfinale 110/90/70/40/15, Viertelfinale and Halbfinale both 160/120/80/60/15. Those are not day tickets and do not belong in these cells. STILL UNACCOUNTED FOR: the 150/120/100/70/19 set search results kept returning was on no page read. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows - a German consumer price includes VAT by law, and the booking and system fees are added on top."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,top-opponent,1,seat,120,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE EXPENSIVE OF TWO LEAGUE-PHASE TABLES, AND THE OPPONENT IS WHAT DIVIDES THEM. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - CHELSEA FC"" at 120 / 100 / 70 / 60 / 19 EUR for categories 1 to 5. Beside it on the same page, for the same round, sits the cheaper table - the standard-opponent rows. What separates the two is WHO IS VISITING, not how far the team has got. A SINGLE FLAT CHAMPIONS LEAGUE FIGURE WAS ALWAYS GOING TO BE INCOMPLETE, and that is the lesson worth keeping: until 2026-09-19 this file held one league-phase set and read like THE league-phase price. It was the cheaper of two, and nothing in the file hinted the other existed. A club that prices by opponent needs both tables or neither, which is why opponentTier is now part of what identifies a price row - without it the second table is not a second fact, it is a duplicate key, and the checker throws away whichever was written second. THE CATEGORY-5 CLUE WAS WORTHLESS and why is worth keeping: 19 EUR is the Suedkurve standing price on EVERY Champions League table on that page and 15 EUR on every Bundesliga one, so two sets agreeing at category 5 says only that both are Champions League. A constant is not a fingerprint. Use it to confirm a competition, never a round and never an opponent. PRICES DO ALSO RISE BY ROUND, on a different product: the archived Jahreskarten page gives the season-ticket add-on as UCL Ligaphase 80/60/40/30/15, Achtelfinale 110/90/70/40/15, Viertelfinale and Halbfinale both 160/120/80/60/15. Those are not day tickets and do not belong in these cells. STILL UNACCOUNTED FOR: the 150/120/100/70/19 set search results kept returning was on no page read. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows - a German consumer price includes VAT by law, and the booking and system fees are added on top."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,standard-opponent,5,standing,19,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE CHEAPER OF TWO LEAGUE-PHASE TABLES. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - BRUEGGE / SPORTING LISSABON / SAINT-GILLOISE"" at 100 / 80 / 60 / 50 / 19 EUR for categories 1 to 5. These are the figures this file has always held, and until 2026-09-19 they were the ONLY Champions League figures in it - labelled 2026-27, and carrying no hint that a more expensive table sat beside them on the same page for the same round. THE THEORY THAT USED TO SIT HERE WAS WRONG, and it is kept as a warning: it said the two sets were different ROUNDS - these the league phase, a higher set a later knockout round - reasoning from category 5 agreeing at 19 EUR in both. Both halves failed. The differentiator is the opponent, and category 5 is 19 EUR on every Champions League table on the page, so it could never have told two of them apart. SEASON RELABELLED to 2025-26, the season of the page that matches: fussball-tickets-kaufen.de, read directly on 2026-09-19, says the club has not published 26/27 league-phase prices at all. OPPONENT TIER IS OUR LABEL, NOT THE CLUB'S. The club names the visitors; it publishes no tier scheme, and nothing read says which table a future opponent would fall in. top-opponent and standard-opponent describe what the two 25/26 tables did. They are not a rule for predicting 27/28. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,standard-opponent,4,seat,50,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE CHEAPER OF TWO LEAGUE-PHASE TABLES. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - BRUEGGE / SPORTING LISSABON / SAINT-GILLOISE"" at 100 / 80 / 60 / 50 / 19 EUR for categories 1 to 5. These are the figures this file has always held, and until 2026-09-19 they were the ONLY Champions League figures in it - labelled 2026-27, and carrying no hint that a more expensive table sat beside them on the same page for the same round. THE THEORY THAT USED TO SIT HERE WAS WRONG, and it is kept as a warning: it said the two sets were different ROUNDS - these the league phase, a higher set a later knockout round - reasoning from category 5 agreeing at 19 EUR in both. Both halves failed. The differentiator is the opponent, and category 5 is 19 EUR on every Champions League table on the page, so it could never have told two of them apart. SEASON RELABELLED to 2025-26, the season of the page that matches: fussball-tickets-kaufen.de, read directly on 2026-09-19, says the club has not published 26/27 league-phase prices at all. OPPONENT TIER IS OUR LABEL, NOT THE CLUB'S. The club names the visitors; it publishes no tier scheme, and nothing read says which table a future opponent would fall in. top-opponent and standard-opponent describe what the two 25/26 tables did. They are not a rule for predicting 27/28. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,standard-opponent,3,seat,60,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE CHEAPER OF TWO LEAGUE-PHASE TABLES. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - BRUEGGE / SPORTING LISSABON / SAINT-GILLOISE"" at 100 / 80 / 60 / 50 / 19 EUR for categories 1 to 5. These are the figures this file has always held, and until 2026-09-19 they were the ONLY Champions League figures in it - labelled 2026-27, and carrying no hint that a more expensive table sat beside them on the same page for the same round. THE THEORY THAT USED TO SIT HERE WAS WRONG, and it is kept as a warning: it said the two sets were different ROUNDS - these the league phase, a higher set a later knockout round - reasoning from category 5 agreeing at 19 EUR in both. Both halves failed. The differentiator is the opponent, and category 5 is 19 EUR on every Champions League table on the page, so it could never have told two of them apart. SEASON RELABELLED to 2025-26, the season of the page that matches: fussball-tickets-kaufen.de, read directly on 2026-09-19, says the club has not published 26/27 league-phase prices at all. OPPONENT TIER IS OUR LABEL, NOT THE CLUB'S. The club names the visitors; it publishes no tier scheme, and nothing read says which table a future opponent would fall in. top-opponent and standard-opponent describe what the two 25/26 tables did. They are not a rule for predicting 27/28. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,standard-opponent,2,seat,80,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE CHEAPER OF TWO LEAGUE-PHASE TABLES. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - BRUEGGE / SPORTING LISSABON / SAINT-GILLOISE"" at 100 / 80 / 60 / 50 / 19 EUR for categories 1 to 5. These are the figures this file has always held, and until 2026-09-19 they were the ONLY Champions League figures in it - labelled 2026-27, and carrying no hint that a more expensive table sat beside them on the same page for the same round. THE THEORY THAT USED TO SIT HERE WAS WRONG, and it is kept as a warning: it said the two sets were different ROUNDS - these the league phase, a higher set a later knockout round - reasoning from category 5 agreeing at 19 EUR in both. Both halves failed. The differentiator is the opponent, and category 5 is 19 EUR on every Champions League table on the page, so it could never have told two of them apart. SEASON RELABELLED to 2025-26, the season of the page that matches: fussball-tickets-kaufen.de, read directly on 2026-09-19, says the club has not published 26/27 league-phase prices at all. OPPONENT TIER IS OUR LABEL, NOT THE CLUB'S. The club names the visitors; it publishes no tier scheme, and nothing read says which table a future opponent would fall in. top-opponent and standard-opponent describe what the two 25/26 tables did. They are not a rule for predicting 27/28. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows."
Q15789,FC Bayern München,men,2025-26,ucl,league-phase,face-value,standard-opponent,1,seat,100,EUR,incl-vat-excl-fees,2026-09-19,https://fcbayern.com/de/tickets/info/preise-und-ermaessigungen,"THE CHEAPER OF TWO LEAGUE-PHASE TABLES. From the club's own price page, read on 2026-09-19 from an Internet Archive copy captured 2025-09-02, not from fcbayern.com, which answers HTTP 403 from AkamaiGHost to this infrastructure and was not retried: ""PREISE UEFA CHAMPIONS LEAGUE GRUPPENPHASE FC BAYERN - BRUEGGE / SPORTING LISSABON / SAINT-GILLOISE"" at 100 / 80 / 60 / 50 / 19 EUR for categories 1 to 5. These are the figures this file has always held, and until 2026-09-19 they were the ONLY Champions League figures in it - labelled 2026-27, and carrying no hint that a more expensive table sat beside them on the same page for the same round. THE THEORY THAT USED TO SIT HERE WAS WRONG, and it is kept as a warning: it said the two sets were different ROUNDS - these the league phase, a higher set a later knockout round - reasoning from category 5 agreeing at 19 EUR in both. Both halves failed. The differentiator is the opponent, and category 5 is 19 EUR on every Champions League table on the page, so it could never have told two of them apart. SEASON RELABELLED to 2025-26, the season of the page that matches: fussball-tickets-kaufen.de, read directly on 2026-09-19, says the club has not published 26/27 league-phase prices at all. OPPONENT TIER IS OUR LABEL, NOT THE CLUB'S. The club names the visitors; it publishes no tier scheme, and nothing read says which table a future opponent would fall in. top-opponent and standard-opponent describe what the two 25/26 tables did. They are not a rule for predicting 27/28. priceBasis incl-vat-excl-fees for the same reason as the Bundesliga rows."
Q15789,FC Bayern München,men,2024-25,bundesliga,regular,resale-observed,,1,seat,120,EUR,unknown,2026-09-19,https://fcbayern.com/de/tickets/info/faq-ticket-exchange,"ONE OBSERVED INSTANCE, AND IT NOW HAS A LIKELY EXPLANATION RATHER THAN A CONTRADICTION. Alexandru saw a category 1 Bundesliga seat listed at around 120 EUR on the club's own member-only Zweitmarkt for FC Bayern v RB Leipzig in 2024-25. Against the 80 EUR category 1 face value, that reads as a breach of the club's own rule that a resale price may not exceed face value - which is how this row used to be written, as a flat contradiction nobody could settle. WHAT CHANGED THE READING: the club demonstrably prices by opponent. Its 25/26 price page carries two Champions League league-phase tables side by side for the same round, 120/100/70/60/19 against the strongest visitor and 100/80/60/50/19 against the rest - the top table's category 1 being 120 EUR exactly. RB Leipzig is about as close as the Bundesliga calendar gets to that kind of fixture. So the likeliest explanation is that the FACE VALUE for that match was itself above the standard 80 EUR, and a 120 EUR listing breached no ceiling at all. AND THERE IS NO 24/25 FACE VALUE IN THIS FILE TO COMPARE IT WITH. The 80 EUR above is the 25/26 figure, the only season confirmed; nothing has been read for 24/25 at all. So even the size of the gap is an assumption that the ladder did not move between those two seasons. THIS IS INFERRED, NOT CONFIRMED, AND THE ROW SAYS SO RATHER THAN SETTLING IT. No Bundesliga price table showing opponent tiering has been read - the tiering that WAS read is Champions League - and no price table for FC Bayern v RB Leipzig in 24/25 was read at all. The 120 EUR matching the top Champions League category 1 exactly is worth noting and is not evidence: different competition, different season. opponentTier is deliberately left BLANK here, because filling it in would assert a Bundesliga tier scheme that nothing published confirms. WHAT WOULD SETTLE IT: the club's own price listing for that match, or any Bundesliga price page carrying more than one table. priceBasis stays unknown because it is not known whether the figure seen was gross or net. ONE THING THE ARCHIVE READ ADDED: the club's Jahreskarten pages treat the Zweitmarkt as a normal part of the Digitalen Ticket Center, and a listing there does NOT count towards a standing-place Jahreskarte's minimum-usage rule - so there is a real incentive to forward rather than sell, which is context for what does and does not get listed."
